,Date,Away,Away_Goals,Home,Home_Goals,MOV,Away_B2B,Home_B2B,Away_ELO,Home_ELO,Away_Win_Prob,Home_Win_Prob,Away_Decimal_Odds,Home_Decimal_Odds
"103,1",2022-01-12,Seattle Kraken,0,Dallas Stars,0,0,0,0,1500.0,1473.3941648592456,0.505214205833575,0.494785794166425,1.9793584353988152,2.0210766189937184
"103,2",2022-01-12,Minnesota Wild,0,Edmonton Oilers,0,0,0,0,1541.9981702556054,1524.6453623512457,0.49195195354742893,0.5080480464525711,2.0327188311563242,1.9683177742390063
"103,3",2022-01-12,Toronto Maple Leafs,0,Arizona Coyotes,0,0,1,0,1521.7383346071497,1470.147049144132,0.4407048972902923,0.5592951027097077,2.2690920980197324,1.787964877852743
"104,0",2022-01-13,Philadelphia Flyers,0,Boston Bruins,0,0,0,1,1471.1582078374126,1536.007565604796,0.4747431635160234,0.5252568364839766,2.1064021071811565,1.9038305273547942
"104,1",2022-01-13,Vancouver Canucks,0,Tampa Bay Lightning,0,0,0,0,1467.6595878991968,1563.1276521234515,0.33296688034052013,0.6670331196594799,3.0033017066962193,1.499175933738492
"104,2",2022-01-13,Columbus Blue Jackets,0,Carolina Hurricanes,0,0,0,0,1442.0952561020642,1534.974071024255,0.33643220331787116,0.6635677966821288,2.972367062778382,1.507005018929563
"104,3",2022-01-13,Winnipeg Jets,0,Detroit Red Wings,0,0,0,0,1500.0379988005302,1452.5229031169015,0.5349565794721127,0.4650434205278873,1.8693105915003145,2.1503368413746498
"104,4",2022-01-13,New Jersey Devils,0,New York Islanders,0,0,0,0,1448.378720253926,1541.52762789748,0.33607008801902083,0.6639299119809792,2.975569786333981,1.5061830804041991
"104,5",2022-01-13,Seattle Kraken,0,St. Louis Blues,0,0,1,0,1500.0,1485.2672940343534,0.38818936945423155,0.6118106305457685,2.576062300227164,1.6344926846203138
"104,6",2022-01-13,Buffalo Sabres,0,Nashville Predators,0,0,0,0,1440.654305177491,1525.5450930589127,0.3472067769119489,0.6527932230880511,2.880128115280418,1.5318786479882258
"104,7",2022-01-13,Montréal Canadiens,0,Chicago Blackhawks,0,0,1,0,1524.338485276843,1471.1529819944997,0.44294777480155867,0.5570522251984413,2.257602491508173,1.795163819054426
"104,8",2022-01-13,Ottawa Senators,0,Calgary Flames,0,0,0,0,1486.7316160132636,1486.0150445429372,0.46803122777883466,0.5319687722211653,2.1366095692925517,1.8798095907484045
"104,9",2022-01-13,Pittsburgh Penguins,0,Los Angeles Kings,0,0,0,0,1540.7279677509364,1452.730493774311,0.5909983469597951,0.40900165304020486,1.6920521100341228,2.4449778932842112
"104,10",2022-01-13,New York Rangers,0,San Jose Sharks,0,0,0,0,1498.72892578367,1449.8109709182972,0.5369370650301422,0.46306293496985784,1.8624156630793645,2.159533671303433
"105,0",2022-01-14,Dallas Stars,0,Florida Panthers,0,0,0,0,1473.3941648592456,1545.9482247731423,0.36407808575590916,0.6359219142440908,2.7466635294013146,1.5725201122981936
"105,1",2022-01-14,Anaheim Ducks,0,Minnesota Wild,0,0,0,0,1442.9768930537132,1541.9981702556054,0.32823398855596586,0.6717660114440341,3.046607100012417,1.4886135692551505
"105,2",2022-01-14,Arizona Coyotes,0,Colorado Avalanche,0,0,0,0,1470.147049144132,1562.216140913711,0.3375186849668015,0.6624813150331985,2.9627989339267558,1.509476535122938
"105,3",2022-01-14,Vegas Golden Knights,0,Edmonton Oilers,0,0,0,0,1559.7569702625942,1524.6453623512457,0.5173583458156419,0.4826416541843581,1.9328962373718914,2.071930574848442
"106,0",2022-01-15,Nashville Predators,0,Boston Bruins,0,0,0,0,1525.5450930589127,1536.007565604796,0.4519478412554302,0.5480521587445698,2.212644709668662,1.8246438482985141
"106,1",2022-01-15,New Jersey Devils,0,Montréal Canadiens,0,0,0,0,1448.378720253926,1524.338485276843,0.35939415545366293,0.6406058445463371,2.7824603845816602,1.5610222861893774
"106,2",2022-01-15,Vancouver Canucks,0,Carolina Hurricanes,0,0,0,0,1467.6595878991968,1534.974071024255,0.37132087981281203,0.628679120187188,2.6930885236082434,1.5906365710097894
"106,3",2022-01-15,Washington Capitals,0,New York Islanders,0,0,0,0,1536.1204106113955,1541.52762789748,0.4592190170121302,0.5407809829878698,2.1776101662914913,1.8491774516087798
"106,4",2022-01-15,Columbus Blue Jackets,0,Florida Panthers,0,0,0,1,1442.0952561020642,1545.9482247731423,0.4218412867132384,0.5781587132867616,2.3705598088595474,1.7296288666396158
"106,5",2022-01-15,Buffalo Sabres,0,Detroit Red Wings,0,0,0,0,1440.654305177491,1452.5229031169015,0.44992635538459147,0.5500736446154085,2.222585958862562,1.8179383975015992
"106,6",2022-01-15,Dallas Stars,0,Tampa Bay Lightning,0,0,1,0,1473.3941648592456,1563.1276521234515,0.24065990318407346,0.7593400968159265,4.155241428960147,1.31693295822677
"106,7",2022-01-15,New York Rangers,0,Philadelphia Flyers,0,0,0,0,1498.72892578367,1471.1582078374126,0.5065943762134897,0.4934056237865103,1.9739658530646196,2.0267300407436903
"106,8",2022-01-15,Toronto Maple Leafs,0,St. Louis Blues,0,0,0,0,1521.7383346071497,1485.2672940343534,0.5192941087161068,0.4807058912838932,1.9256910163536836,2.08027406805677
"106,9",2022-01-15,Ottawa Senators,0,Winnipeg Jets,0,0,0,0,1486.7316160132636,1500.0379988005302,0.44785993315829564,0.5521400668417044,2.232840953081085,1.8111346378466946
"106,10",2022-01-15,Anaheim Ducks,0,Chicago Blackhawks,0,0,1,0,1442.9768930537132,1471.1529819944997,0.32654000837130315,0.6734599916286969,3.062411877147124,1.4848692014823304
"106,11",2022-01-15,Colorado Avalanche,0,Arizona Coyotes,0,0,1,1,1562.216140913711,1470.147049144132,0.5964813150331985,0.40351868496680154,1.6764984498204154,2.4781999873990284
"106,12",2022-01-15,Vegas Golden Knights,0,Calgary Flames,0,0,1,0,1559.7569702625942,1486.0150445429372,0.47155779950692,0.52844220049308,2.1206308135410774,1.892354545240554
"106,13",2022-01-15,Los Angeles Kings,0,Seattle Kraken,0,0,0,0,1452.730493774311,1500.0,0.3993903567155336,0.6006096432844664,2.5038160866569235,1.6649749320231453
"106,14",2022-01-15,Pittsburgh Penguins,0,San Jose Sharks,0,0,0,0,1540.7279677509364,1449.8109709182972,0.5949331814676647,0.4050668185323353,1.680861029692544,2.4687285016908214
"107,0",2022-01-16,Vancouver Canucks,0,Washington Capitals,0,0,1,1,1467.6595878991968,1536.1204106113955,0.3697325823415193,0.6302674176584807,2.7046574950657374,1.586628107343896
"107,1",2022-01-16,Edmonton Oilers,0,Winnipeg Jets,0,0,0,1,1524.6453623512457,1500.0379988005302,0.6023537478262809,0.3976462521737191,1.6601540267802906,2.514798000819914
"108,0",2022-01-17,Detroit Red Wings,0,Buffalo Sabres,0,0,0,0,1452.5229031169015,1440.654305177491,0.4840736446154086,0.5159263553845914,2.065801373661831,1.9382611288670482
"108,1",2022-01-17,Minnesota Wild,0,Colorado Avalanche,0,0,0,0,1541.9981702556054,1562.216140913711,0.4379367995960992,0.5620632004039008,2.2834345068107567,1.7791593530432097
"108,2",2022-01-17,Montréal Canadiens,0,Arizona Coyotes,0,0,0,0,1524.338485276843,1470.147049144132,0.54436140226085,0.45563859773915005,1.8370148872546528,2.1947218803717177
"108,3",2022-01-17,Los Angeles Kings,0,San Jose Sharks,0,0,0,0,1452.730493774311,1449.8109709182972,0.47120143224003774,0.5287985677599623,2.122234635930783,1.891079252041262
"108,4",2022-01-17,Chicago Blackhawks,0,Seattle Kraken,0,0,0,0,1471.1529819944997,1500.0,0.4255809373199855,0.5744190626800145,2.349729304835195,1.7408893001119974
"108,5",2022-01-17,New Jersey Devils,0,Toronto Maple Leafs,0,0,0,0,1448.378720253926,1521.7383346071497,0.3629684522034906,0.6370315477965094,2.7550603748872673,1.5697809683978723
"108,6",2022-01-17,Philadelphia Flyers,0,New York Islanders,0,0,0,0,1471.1582078374126,1541.52762789748,0.36709268294412123,0.6329073170558788,2.7241076884995277,1.5800101737672136
"108,7",2022-01-17,Nashville Predators,0,St. Louis Blues,0,0,0,0,1525.5450930589127,1485.2672940343534,0.5247061298841986,0.4752938701158014,1.9058286973333007,2.103961491774254
"108,8",2022-01-17,Pittsburgh Penguins,0,Vegas Golden Knights,0,0,0,0,1540.7279677509364,1559.7569702625942,0.4396424137872126,0.5603575862127874,2.2745758112500973,1.7845747512022885
"109,0",2022-01-18,Carolina Hurricanes,0,Boston Bruins,0,0,0,0,1534.974071024255,1536.007565604796,0.4655126861275338,0.5344873138724662,2.1481691687474997,1.870951796320108
"109,1",2022-01-18,Buffalo Sabres,0,Ottawa Senators,0,0,1,0,1440.654305177491,1486.7316160132636,0.30107546863884016,0.6989245313611598,3.3214263670201767,1.4307696398243368
"109,2",2022-01-18,Columbus Blue Jackets,0,New York Islanders,0,0,0,1,1442.0952561020642,1541.52762789748,0.42768812377544907,0.5723118762245509,2.3381523694705963,1.7472990541395692
"109,3",2022-01-18,Detroit Red Wings,0,Philadelphia Flyers,0,0,1,1,1452.5229031169015,1471.1582078374126,0.4402073290472558,0.5597926709527442,2.2716568626067812,1.786375656362276
"109,4",2022-01-18,Winnipeg Jets,0,Washington Capitals,0,0,0,0,1500.0379988005302,1536.1204106113955,0.4152591197082004,0.5847408802917996,2.4081349512629435,1.7101592067600546
"109,5",2022-01-18,Vancouver Canucks,0,Nashville Predators,0,0,0,1,1467.6595878991968,1525.5450930589127,0.484458387205448,0.515541612794552,2.0641607750221946,1.9397076301549863
"109,6",2022-01-18,Montréal Canadiens,0,Dallas Stars,0,0,1,0,1524.338485276843,1473.3941648592456,0.43979382226766317,0.5602061777323368,2.273792739615586,1.7850570731795714
"109,7",2022-01-18,Florida Panthers,0,Calgary Flames,0,0,0,0,1545.9482247731423,1486.0150445429372,0.5524053259922105,0.4475946740077895,1.8102649502950323,2.2341642071965246
"109,8",2022-01-18,Chicago Blackhawks,0,Edmonton Oilers,0,0,1,0,1471.1529819944997,1524.6453623512457,0.2906208410146358,0.7093791589853642,3.4409094561447486,1.4096833651418732
"109,9",2022-01-18,Tampa Bay Lightning,0,Los Angeles Kings,0,0,0,1,1563.1276521234515,1452.730493774311,0.7207348721276061,0.2792651278723939,1.3874727568655094,3.5808266059518012
"110,0",2022-01-19,Arizona Coyotes,0,New Jersey Devils,0,0,0,0,1470.147049144132,1448.378720253926,0.49828621557557173,0.5017137844244283,2.0068787149668537,1.9931682784980909
"110,1",2022-01-19,Toronto Maple Leafs,0,New York Rangers,0,0,0,0,1521.7383346071497,1498.72892578367,0.5000648750799563,0.49993512492004366,1.9997405333460145,2.0002595339944027
"110,2",2022-01-19,Colorado Avalanche,0,Anaheim Ducks,0,0,0,0,1562.216140913711,1442.9768930537132,0.6321647838610711,0.3678352161389289,1.581866034821337,2.718608648994355
"111,0",2022-01-20,Washington Capitals,0,Boston Bruins,0,0,0,0,1536.1204106113955,1536.007565604796,0.46716239701304896,0.532837602986951,2.1405832455561864,1.8767444234308095
"111,1",2022-01-20,Dallas Stars,0,Buffalo Sabres,0,0,0,0,1473.3941648592456,1440.654305177491,0.5139774769869065,0.48602252301309345,1.9456105467156002,2.0575178158421683
"111,2",2022-01-20,Columbus Blue Jackets,0,Philadelphia Flyers,0,0,0,0,1442.0952561020642,1471.1582078374126,0.4252723320704582,0.5747276679295418,2.35143442116597,1.7399545137656294
"111,3",2022-01-20,Ottawa Senators,0,Pittsburgh Penguins,0,0,0,0,1486.7316160132636,1540.7279677509364,0.3899126496397989,0.6100873503602011,2.564676988355724,1.63910954621431
"111,4",2022-01-20,Winnipeg Jets,0,Nashville Predators,0,0,0,0,1500.0379988005302,1525.5450930589127,0.43035814784151605,0.569641852158484,2.323646026026352,1.75548899051361
"111,5",2022-01-20,Florida Panthers,0,Edmonton Oilers,0,0,0,0,1545.9482247731423,1524.6453623512457,0.49761892265077645,0.5023810773492235,2.0095698826585604,1.9905208318681622
"111,6",2022-01-20,Colorado Avalanche,0,Los Angeles Kings,0,0,1,0,1562.216140913711,1452.730493774311,0.5195461575421317,0.48045384245786826,1.9247568006869662,2.0813653916977293
"111,7",2022-01-20,Montréal Canadiens,0,Vegas Golden Knights,0,0,0,0,1524.338485276843,1559.7569702625942,0.4162045414184179,0.5837954585815821,2.4026647969578065,1.7129287069646768
"111,8",2022-01-20,San Jose Sharks,0,Seattle Kraken,0,0,0,0,1449.8109709182972,1500.0,0.39527042572234516,0.6047295742776548,2.5299135349489634,1.6536317099994537
"112,0",2022-01-21,New York Rangers,0,Carolina Hurricanes,0,0,0,0,1498.72892578367,1534.974071024255,0.41502744656488433,0.5849725534351157,2.4094792001754097,1.7094819135149708
"112,1",2022-01-21,Pittsburgh Penguins,0,Columbus Blue Jackets,0,0,1,1,1540.7279677509364,1442.0952561020642,0.6052497317556705,0.39475026824432946,1.6522105629014698,2.533247170287046
"112,2",2022-01-21,Dallas Stars,0,Detroit Red Wings,0,0,1,0,1473.3941648592456,1452.5229031169015,0.39700008184371804,0.602999918156282,2.5188911683742607,1.6583750177903438
"112,3",2022-01-21,Arizona Coyotes,0,New York Islanders,0,0,0,0,1470.147049144132,1541.52762789748,0.36569642364715627,0.6343035763528437,2.7345085577453014,1.576532179985267
"112,4",2022-01-21,Minnesota Wild,0,Chicago Blackhawks,0,0,0,0,1541.9981702556054,1471.1529819944997,0.5675644856342742,0.4324355143657258,1.7619143292280932,2.312483518997621
"112,5",2022-01-21,Florida Panthers,0,Vancouver Canucks,0,0,1,0,1545.9482247731423,1467.6595878991968,0.47779747953732554,0.5222025204626745,2.092936950961626,1.9149658625048271
"112,6",2022-01-21,Tampa Bay Lightning,0,Anaheim Ducks,0,0,0,0,1563.1276521234515,1442.9768930537132,0.633332402129907,0.36666759787009295,1.5789496899842546,2.727265800983841
"112,7",2022-01-21,St. Louis Blues,0,Seattle Kraken,0,0,0,1,1485.2672940343534,1500.0,0.5458106305457685,0.4541893694542315,1.8321372725922858,2.201724803030137
"113,0",2022-01-22,Philadelphia Flyers,0,Buffalo Sabres,0,0,0,0,1471.1582078374126,1440.654305177491,0.5107861958423363,0.4892138041576637,1.9577662985799809,2.0440960404251394
"113,1",2022-01-22,Winnipeg Jets,0,Boston Bruins,0,0,0,0,1500.0379988005302,1536.007565604796,0.4154197830968698,0.5845802169031302,2.4072036063020494,1.7106292191986858
"113,2",2022-01-22,New York Islanders,0,Toronto Maple Leafs,0,0,1,0,1541.52762789748,1521.7383346071497,0.3954483246570393,0.6045516753429607,2.528775411723569,1.6541183174005802
"113,3",2022-01-22,Carolina Hurricanes,0,New Jersey Devils,0,0,1,0,1534.974071024255,1448.378720253926,0.48910274312712676,0.5108972568728732,2.0445601952800367,1.9573407109696626
"113,4",2022-01-22,Arizona Coyotes,0,New York Rangers,0,0,1,1,1470.147049144132,1498.72892578367,0.4259599119157317,0.5740400880842683,2.3476387613626692,1.742038614998612
"113,5",2022-01-22,Ottawa Senators,0,Washington Capitals,0,0,0,0,1486.7316160132636,1536.1204106113955,0.3963987253870177,0.6036012746129823,2.5227124507619583,1.656722810337306
"113,6",2022-01-22,Montréal Canadiens,0,Colorado Avalanche,0,0,0,0,1524.338485276843,1562.216140913711,0.41270461082723586,0.5872953891727641,2.423040532538694,1.7027206724857002
"113,7",2022-01-22,Detroit Red Wings,0,Nashville Predators,0,0,1,0,1452.5229031169015,1525.5450930589127,0.2634331172804085,0.7365668827195915,3.796029938542468,1.3576499615455786
"113,8",2022-01-22,Chicago Blackhawks,0,Minnesota Wild,0,0,1,1,1471.1529819944997,1541.9981702556054,0.36643551436572586,0.6335644856342741,2.7289931264739167,1.5783712986987897
"113,9",2022-01-22,Calgary Flames,0,Edmonton Oilers,0,0,0,0,1486.0150445429372,1524.6453623512457,0.4116344689807063,0.5883655310192937,2.429339803530571,1.6996236986683844
"113,10",2022-01-22,Tampa Bay Lightning,0,San Jose Sharks,0,0,1,0,1563.1276521234515,1449.8109709182972,0.5245293074597612,0.47547069254023877,1.906471165248882,2.1031790511785764
"114,0",2022-01-23,Winnipeg Jets,0,Pittsburgh Penguins,0,0,1,0,1500.0379988005302,1540.7279677509364,0.3087086911940484,0.6912913088059516,3.239299794677368,1.4465681649133886
"114,1",2022-01-23,Ottawa Senators,0,Columbus Blue Jackets,0,0,1,0,1486.7316160132636,1442.0952561020642,0.43088578260718857,0.5691142173928114,2.320800639903306,1.7571165320401485
"114,2",2022-01-23,Los Angeles Kings,0,New Jersey Devils,0,0,0,1,1452.730493774311,1448.378720253926,0.5732623780330195,0.4267376219669805,1.7444019323772906,2.3433602957026753
"114,3",2022-01-23,Florida Panthers,0,Seattle Kraken,0,0,0,0,1545.9482247731423,1500.0,0.5327419821041696,0.46725801789583044,1.8770812768505736,2.140145191094266
"114,4",2022-01-23,St. Louis Blues,0,Vancouver Canucks,0,0,0,0,1485.2672940343534,1467.6595878991968,0.4923178545783058,0.5076821454216942,2.031208071575118,1.969736397109994
"115,0",2022-01-24,Anaheim Ducks,0,Boston Bruins,0,0,0,0,1442.9768930537132,1536.007565604796,0.33622858855855653,0.6637714114414435,2.974167081648511,1.5065427386039476
"115,1",2022-01-24,Los Angeles Kings,0,New York Rangers,0,0,1,0,1452.730493774311,1498.72892578367,0.3011870143542701,0.6988129856457299,3.320196264583153,1.4309980217038494
"115,2",2022-01-24,Dallas Stars,0,Philadelphia Flyers,0,0,0,0,1473.3941648592456,1471.1582078374126,0.4702177563937894,0.5297822436062106,2.1266742618765297,1.8875679811256645
"115,3",2022-01-24,Vegas Golden Knights,0,Washington Capitals,0,0,0,0,1559.7569702625942,1536.1204106113955,0.5009633624950702,0.49903663750492977,1.9961539602805596,2.0038608888513147
"115,4",2022-01-24,Montréal Canadiens,0,Minnesota Wild,0,0,0,0,1524.338485276843,1541.9981702556054,0.44160753421292565,0.5583924657870744,2.2644541193851997,1.7908551086742617
"115,5",2022-01-24,Chicago Blackhawks,0,Colorado Avalanche,0,0,0,0,1471.1529819944997,1562.216140913711,0.3388702662755848,0.6611297337244152,2.9509818344072545,1.5125624351616882
"115,6",2022-01-24,St. Louis Blues,0,Calgary Flames,0,0,1,0,1485.2672940343534,1486.0150445429372,0.36592390217751547,0.6340760978224845,2.732808636028603,1.5770977701795648
"116,0",2022-01-25,Buffalo Sabres,0,Ottawa Senators,0,0,0,0,1440.654305177491,1486.7316160132636,0.40107546863884014,0.5989245313611599,2.493296344934221,1.6696594439491843
"116,1",2022-01-25,Dallas Stars,0,New Jersey Devils,0,0,1,0,1473.3941648592456,1448.378720253926,0.40293803876320256,0.5970619612367974,2.481771150396841,1.6748680454010627
"116,2",2022-01-25,Arizona Coyotes,0,Pittsburgh Penguins,0,0,0,0,1470.147049144132,1540.7279677509364,0.3668004999219667,0.6331995000780333,2.7262776365156003,1.579281095257914
"116,3",2022-01-25,Vegas Golden Knights,0,Carolina Hurricanes,0,0,1,0,1559.7569702625942,1534.974071024255,0.4026050920198412,0.5973949079801588,2.4838235278721164,1.6739345894009743
"116,4",2022-01-25,Philadelphia Flyers,0,New York Islanders,0,0,1,0,1471.1582078374126,1541.52762789748,0.26709268294412125,0.7329073170558787,3.74401870158761,1.364429003133772
"116,5",2022-01-25,Florida Panthers,0,Winnipeg Jets,0,0,0,0,1545.9482247731423,1500.0379988005302,0.5326882420521695,0.46731175794783053,1.877270645485852,2.139899078061797
"116,6",2022-01-25,Edmonton Oilers,0,Vancouver Canucks,0,0,0,0,1524.6453623512457,1467.6595878991968,0.5482815473065834,0.4517184526934166,1.8238804587031423,2.2137683197075515
"116,7",2022-01-25,Nashville Predators,0,Seattle Kraken,0,0,0,0,1525.5450930589127,1500.0,0.5036962427080189,0.49630375729198106,1.9853235247968226,2.014895082512319
"117,0",2022-01-26,Anaheim Ducks,0,Toronto Maple Leafs,0,0,0,0,1442.9768930537132,1521.7383346071497,0.3555557068791978,0.6444442931208022,2.812498803006855,1.5517245022954191
"117,1",2022-01-26,San Jose Sharks,0,Washington Capitals,0,0,0,0,1449.8109709182972,1536.1204106113955,0.34528425576521393,0.6547157442347861,2.8961644885423885,1.5273804071548223
"117,2",2022-01-26,Calgary Flames,0,Columbus Blue Jackets,0,0,0,0,1486.0150445429372,1442.0952561020642,0.5298711228262436,0.4701288771737564,1.8872513653247753,2.1270763157788473
"117,3",2022-01-26,Chicago Blackhawks,0,Detroit Red Wings,0,0,0,0,1471.1529819944997,1452.5229031169015,0.4937851719487526,0.5062148280512474,2.025172193918745,1.975445886975803
"117,4",2022-01-26,Boston Bruins,0,Colorado Avalanche,0,0,0,0,1536.007565604796,1562.216140913711,0.429354206956745,0.570645793043255,2.329079309803396,1.752400547223871
"118,0",2022-01-27,Anaheim Ducks,0,Montréal Canadiens,0,0,1,0,1442.9768930537132,1524.338485276843,0.2520056731518856,0.7479943268481144,3.9681646349179327,1.3369085354079926
"118,1",2022-01-27,Carolina Hurricanes,0,Ottawa Senators,0,0,0,0,1534.974071024255,1486.7316160132636,0.5359837038849123,0.46401629611508766,1.865728365903308,2.155096724775319
"118,2",2022-01-27,New Jersey Devils,0,Tampa Bay Lightning,0,0,0,0,1448.378720253926,1563.1276521234515,0.3076165329482534,0.6923834670517466,3.2508005678882603,1.4442863638239691
"118,3",2022-01-27,Vegas Golden Knights,0,Florida Panthers,0,0,0,0,1559.7569702625942,1545.9482247731423,0.4868619250271866,0.5131380749728134,2.053970435137559,1.9487932172115294
"118,4",2022-01-27,Los Angeles Kings,0,New York Islanders,0,0,0,0,1452.730493774311,1541.52762789748,0.3419222447333998,0.6580777552666002,2.9246415388379012,1.5195772718299534
"118,5",2022-01-27,Seattle Kraken,0,Pittsburgh Penguins,0,0,0,0,1500.0,1540.7279677509364,0.40865475045931265,0.5913452495406873,2.4470534084726467,1.691059496591416
"118,6",2022-01-27,New York Rangers,0,Columbus Blue Jackets,0,0,0,1,1498.72892578367,1442.0952561020642,0.6477881376445155,0.3522118623554845,1.5437145910639793,2.8392002282725737
"118,7",2022-01-27,Calgary Flames,0,St. Louis Blues,0,0,1,0,1486.0150445429372,1485.2672940343534,0.3680760978224845,0.6319239021775155,2.716829497802053,1.582469022858843
"118,8",2022-01-27,Vancouver Canucks,0,Winnipeg Jets,0,0,0,0,1467.6595878991968,1500.0379988005302,0.4205381480470155,0.5794618519529845,2.377905558970126,1.7257391433614797
"118,9",2022-01-27,Nashville Predators,0,Edmonton Oilers,0,0,0,0,1525.5450930589127,1524.6453623512457,0.4682948136775643,0.5317051863224357,2.135406950478276,1.8807414817909671
"119,0",2022-01-28,Detroit Red Wings,0,Pittsburgh Penguins,0,0,0,1,1452.5229031169015,1540.7279677509364,0.44272132128520325,0.5572786787147967,2.258757263140248,1.7944343435248822
"119,1",2022-01-28,Minnesota Wild,0,New York Rangers,0,0,0,1,1541.9981702556054,1498.72892578367,0.6289495013771329,0.3710504986228671,1.589952766971631,2.695050953202983
"119,2",2022-01-28,Colorado Avalanche,0,Chicago Blackhawks,0,0,0,0,1562.216140913711,1471.1529819944997,0.5951297337244152,0.40487026627558476,1.6803058952236232,2.469926994637156
"119,3",2022-01-28,Washington Capitals,0,Dallas Stars,0,0,0,0,1536.1204106113955,1473.3941648592456,0.5563021601097417,0.44369783989025835,1.7975842477453803,2.253786045583035
"119,4",2022-01-28,Boston Bruins,0,Arizona Coyotes,0,0,0,0,1536.007565604796,1470.147049144132,0.5606617105947406,0.43933828940525943,1.783606729518263,2.2761503472727562
"120,0",2022-01-29,Anaheim Ducks,0,Ottawa Senators,0,0,0,0,1442.9768930537132,1486.7316160132636,0.4043626835433849,0.5956373164566151,2.4730274100397,1.6788739932361807
"120,1",2022-01-29,Los Angeles Kings,0,Philadelphia Flyers,0,0,0,0,1452.730493774311,1471.1582078374126,0.44050522770162415,0.5594947722983759,2.2701206185851426,1.7873267982327186
"120,2",2022-01-29,Seattle Kraken,0,New York Islanders,0,0,0,0,1500.0,1541.52762789748,0.4075199239058066,0.5924800760941934,2.4538677530552793,1.6878204691578835
"120,3",2022-01-29,Winnipeg Jets,0,St. Louis Blues,0,0,0,0,1500.0379988005302,1485.2672940343534,0.48824395565944967,0.5117560443405503,2.048156435750124,1.9540560606149784
"120,4",2022-01-29,San Jose Sharks,0,Florida Panthers,0,0,0,0,1449.8109709182972,1545.9482247731423,0.33207350509245914,0.6679264949075409,3.0113814702608397,1.497170733043652
"120,5",2022-01-29,Edmonton Oilers,0,Montréal Canadiens,0,0,0,0,1524.6453623512457,1524.338485276843,0.4674416314957166,0.5325583685042834,2.1393045304933724,1.8777284503265803
"120,6",2022-01-29,Toronto Maple Leafs,0,Detroit Red Wings,0,0,0,1,1521.7383346071497,1452.5229031169015,0.6653118468450863,0.33468815315491374,1.5030545521502547,2.987855980480851
"120,7",2022-01-29,Vegas Golden Knights,0,Tampa Bay Lightning,0,0,0,0,1559.7569702625942,1563.1276521234515,0.46214935105305577,0.5378506489469442,2.1638026705466427,1.8592521956753167
"120,8",2022-01-29,New Jersey Devils,0,Carolina Hurricanes,0,0,0,0,1448.378720253926,1534.974071024255,0.3448972568728732,0.6551027431271268,2.8994141880594695,1.5264781142977808
"120,9",2022-01-29,Buffalo Sabres,0,Arizona Coyotes,0,0,0,1,1440.654305177491,1470.147049144132,0.5246581829155224,0.47534181708447765,1.9060028654142132,2.1037492685443246
"120,10",2022-01-29,Vancouver Canucks,0,Calgary Flames,0,0,0,0,1467.6595878991968,1486.0150445429372,0.44060892364468107,0.5593910763553189,2.269586352741296,1.7876581201749655
"121,0",2022-01-30,Seattle Kraken,0,New York Rangers,0,0,1,0,1500.0,1498.72892578367,0.36882921467826524,0.6311707853217348,2.711281970633247,1.5843572346116388
"121,1",2022-01-30,Los Angeles Kings,0,Pittsburgh Penguins,0,0,1,0,1452.730493774311,1540.7279677509364,0.2430016530402049,0.7569983469597951,4.115198343257973,1.3210068476584282
"121,2",2022-01-30,San Jose Sharks,0,Carolina Hurricanes,0,0,1,1,1449.8109709182972,1534.974071024255,0.34683745261646415,0.6531625473835359,2.8831949734846214,1.531012462373783
"121,3",2022-01-30,Columbus Blue Jackets,0,Montréal Canadiens,0,0,0,1,1442.0952561020642,1524.338485276843,0.4508047107691726,0.5491952892308274,2.2182554354717783,1.8208459169424864
"121,4",2022-01-30,Chicago Blackhawks,0,St. Louis Blues,0,0,0,1,1471.1529819944997,1485.2672940343534,0.5466990387212638,0.4533009612787362,1.829159975000163,2.20603988391963
"121,5",2022-01-30,Boston Bruins,0,Dallas Stars,0,0,0,0,1536.007565604796,1473.3941648592456,0.5561449343601248,0.4438550656398752,1.7980924363728221,2.252987692183639
"121,6",2022-01-30,Minnesota Wild,0,New York Islanders,0,0,0,1,1541.9981702556054,1541.52762789748,0.5676771644731307,0.43232283552686934,1.7615646049953664,2.31308623515412
"121,7",2022-01-30,Buffalo Sabres,0,Colorado Avalanche,0,0,1,0,1440.654305177491,1562.216140913711,0.19886407141562742,0.8011359285843725,5.028560427640005,1.2482276281966598
"122,0",2022-01-31,Florida Panthers,0,Columbus Blue Jackets,0,0,0,1,1545.9482247731423,1442.0952561020642,0.7121587132867614,0.2878412867132386,1.4041813732570805,3.474136776619708
"122,1",2022-01-31,Edmonton Oilers,0,Ottawa Senators,0,0,0,0,1524.6453623512457,1486.7316160132636,0.5213467148287542,0.47865328517124583,1.918109334070453,2.089194895303464
"122,2",2022-01-31,Anaheim Ducks,0,Detroit Red Wings,0,0,0,0,1442.9768930537132,1452.5229031169015,0.45326564310070516,0.5467343568992948,2.2062117771803478,1.829041814147769
"122,3",2022-01-31,Vancouver Canucks,0,Chicago Blackhawks,0,0,0,1,1467.6595878991968,1471.1529819944997,0.5619727711848057,0.4380272288151943,1.7794456444779392,2.282963099588278
